Table,OldName,NewName,Type,Required,Nullable,Auto,Default,Description
CashInHandDetail,INACTIVE_DATE,InactiveDate,DATE,لا,نعم,لا,,تاريخ التعطيل
CashInHandDetail,AD_U_ID,AddedUserId,"""NUMBER(5,0)""",لا,نعم,لا,,المستخدم الذي أضاف السطر
CashInHandDetail,AD_DATE,AddedDate,DATE,لا,نعم,لا,,تاريخ الإضافة
CashInHandDetail,UP_U_ID,UpdatedUserId,"""NUMBER(5,0)""",لا,نعم,لا,,المستخدم الذي عدل السطر
CashInHandDetail,UP_DATE,UpdatedDate,DATE,لا,نعم,لا,,تاريخ آخر تعديل
CashInHandDetail,UP_CNT,UpdateCount,"""NUMBER(10,0)""",لا,نعم,لا,,عدد مرات التحديث
CashAtBank,BANK_NO,BankNo,"""NUMBER(10,0)""",لا,نعم,لا,,رقم البنك
CashAtBank,A_CODE,AccountCode,VARCHAR2(30),نعم,لا,لا,,كود الحساب البنكي
CashAtBank,BANK_NAME,BankName,VARCHAR2(100),نعم,لا,لا,,اسم البنك (عربي)
CashAtBank,BANK_E_NAME,BankEnglishName,VARCHAR2(100),لا,نعم,لا,,اسم البنك (إنجليزي)
CashAtBank,BANK_SR,BankSerial,"""NUMBER(10,0)""",نعم,لا,لا,,الرقم التسلسلي للبنك
CashAtBank,GROUP_NO,GroupNo,"""NUMBER(10,0)""",لا,نعم,لا,,رقم مجموعة البنوك
CashAtBank,BANK_ACC,BankAccount,VARCHAR2(30),لا,نعم,لا,,رقم الحساب البنكي
CashAtBank,CONN_BRN_NO,BranchNo,"""NUMBER(6,0)""",لا,نعم,لا,,رقم الفرع
CashAtBank,B_TEL,BankTel,VARCHAR2(30),لا,نعم,لا,,هاتف البنك
CashAtBank,B_FAX,BankFax,VARCHAR2(30),لا,نعم,لا,,فاكس البنك
CashAtBank,B_BOX,BankBox,VARCHAR2(10),لا,نعم,لا,,صندوق البريد للبنك
CashAtBank,B_ADDRESS,BankAddress,VARCHAR2(60),لا,نعم,لا,,عنوان البنك
CashAtBank,B_E_MAIL,BankEmail,VARCHAR2(50),لا,نعم,لا,,بريد إلكتروني للبنك
CashAtBank,B_WEB_SITE,BankWebsite,VARCHAR2(50),لا,نعم,لا,,موقع البنك
CashAtBank,CNTRY_NO,CountryNo,"""NUMBER(4,0)""",لا,نعم,لا,,رقم الدولة
CashAtBank,CITY_NO,CityNo,"""NUMBER(10,0)""",لا,نعم,لا,,رقم المدينة
CashAtBank,MEDIATOR,MediatorFlag,"""NUMBER(1,0)""",لا,نعم,لا,,بنك وسيط (1=نعم)
CashAtBank,INACTIVE,Inactive,"""NUMBER(1,0)""",لا,نعم,لا,,معطل (1=نعم)
CashAtBank,INACTIVE_DATE,InactiveDate,DATE,لا,نعم,لا,,تاريخ التعطيل
CashAtBank,INACTIVE_RES,InactiveReason,VARCHAR2(250),لا,نعم,لا,,سبب التعطيل
CashAtBank,BANK_IMG,BankImage,VARCHAR2(30),لا,نعم,لا,,صورة البنك
CashAtBank,REC_LETTER,ReceiveLetter,VARCHAR2(30),لا,نعم,لا,,رقم خطاب استلام
CashAtBank,PAY_LETTER,PaymentLetter,VARCHAR2(30),لا,نعم,لا,,رقم خطاب دفع
CashAtBank,CHQ_PAY_INTRM_AC,ChqPayIntermAccount,VARCHAR2(30),لا,نعم,لا,,حساب وسيط لشيكات الدفع
CashAtBank,REP_SMPLE,RepSample,"""NUMBER(2,0)""",لا,نعم,لا,,عينة ممثل/وكيل
CashAtBank,CONF_LAST_DATE,ConfirmLastDate,DATE,لا,نعم,لا,,تاريخ آخر تأكيد
CashAtBank,OCHK_AUTO_SER,OutCheckAutoSerial,"""NUMBER(38,0)""",لا,نعم,لا,,تسلسل شيك الصادر التلقائي
CashAtBank,BANK_CODE,BankCode,"""NUMBER(30,0)""",لا,نعم,لا,,كود البنك الخارجي
CashAtBank,AD_U_ID,AddedUserId,"""NUMBER(5,0)""",لا,نعم,لا,,المستخدم الذي أضاف السطر
CashAtBank,AD_DATE,AddedDate,DATE,لا,نعم,لا,,تاريخ الإضافة
CashAtBank,UP_U_ID,UpdatedUserId,"""NUMBER(5,0)""",لا,نعم,لا,,المستخدم الذي عدل السطر
CashAtBank,UP_DATE,UpdatedDate,DATE,لا,نعم,لا,,تاريخ آخر تعديل
CashAtBank,UP_CNT,UpdateCount,"""NUMBER(10,0)""",لا,نعم,لا,,عدد مرات التحديث
CashAtBank,PR_REP,ReportPriority,"""NUMBER(10,0)""",لا,نعم,لا,,أولوية التقرير
CashAtBank,AD_TRMNL_NM,AddedTerminal,VARCHAR2(50),لا,نعم,لا,,اسم الجهاز عند الإضافة
CashAtBank,UP_TRMNL_NM,UpdatedTerminal,VARCHAR2(50),لا,نعم,لا,,اسم الجهاز عند التعديل
CashAtBank,RCPT_SRL_TYP,ReceiptSerialType,"""NUMBER(2,0)""",لا,نعم,لا,,نوع تسلسل الإيصال
CashAtBank,PYMNT_TYP_NO_DFLT,PaymentTypeNoDefault,"""NUMBER(2,0)""",لا,نعم,لا,,نوع الدفع الافتراضي
CashAtBank,RCVD_TYP_NO_DFLT,ReceivedTypeNoDefault,"""NUMBER(2,0)""",لا,نعم,لا,,نوع المقبوض الافتراضي
CashAtBank,BNK_NTWRK_CODE,BankNetworkCode,VARCHAR2(200),لا,نعم,لا,,كود شبكة البنك
CashAtBankDetail,BANK_NO,BankNo,"""NUMBER(10,0)""",لا,نعم,لا,,رقم البنك
CashAtBankDetail,A_CODE,AccountCode,VARCHAR2(30),نعم,لا,لا,,كود الحساب البنكي
CashAtBankDetail,A_CY,CurrencyCode,VARCHAR2(7),لا,نعم,لا,,رمز العملة
CashAtBankDetail,OPEN_BAL_L,OpenBalanceLocal,NUMBER,لا,نعم,لا,,رصيد افتتاحي بالعملة المحلية
CashAtBankDetail,OPEN_BAL_F,OpenBalanceForeign,NUMBER,لا,نعم,لا,,رصيد افتتاحي بالعملة الأجنبية
CashAtBankDetail,CURR_BAL_L,CurrentBalanceLocal,NUMBER,لا,نعم,لا,,الرصيد الحالي بالعملة المحلية
CashAtBankDetail,CURR_BAL_F,CurrentBalanceForeign,NUMBER,لا,نعم,لا,,الرصيد الحالي بالعملة الأجنبية
CashAtBankDetail,INACTIVE,Inactive,"""NUMBER(1,0)""",لا,نعم,لا,,معطل (1=نعم)
CashAtBankDetail,INACTIVE_DATE,InactiveDate,DATE,لا,نعم,لا,,تاريخ التعطيل
CashAtBankDetail,MIN_LMT_AMT,MinLimitAmount,NUMBER,لا,نعم,لا,,الحد الأدنى للرصد
CashAtBankDetail,MAX_LMT_AMT,MaxLimitAmount,NUMBER,لا,نعم,لا,,الحد الأعلى للرصد
CashAtBankDetail,MAX_LMT_TRNS_AMT,MaxLimitTransactionAmount,NUMBER,لا,نعم,لا,,الحد الأعلى للمعاملة
CashAtBankDetail,MIN_LMT_TRNS_AMT,MinLimitTransactionAmount,NUMBER,لا,نعم,لا,,الحد الأدنى للمعاملة
CashAtBankDetail,PASS_LMT,PassLimit,"""NUMBER(1,0)""",لا,نعم,لا,,السماح بتجاوز الحد (1=نعم)
CashAtBankDetail,BNK_AC,BankAccount,VARCHAR2(30),لا,نعم,لا,,رقم الحساب البنكي (تفصيلي)
CashAtBankDetail,AD_U_ID,AddedUserId,"""NUMBER(5,0)""",لا,نعم,لا,,المستخدم الذي أضاف السطر
CashAtBankDetail,AD_DATE,AddedDate,DATE,لا,نعم,لا,,تاريخ الإضافة
CashAtBankDetail,UP_U_ID,UpdatedUserId,"""NUMBER(5,0)""",لا,نعم,لا,,المستخدم الذي عدل السطر
CashAtBankDetail,UP_DATE,UpdatedDate,DATE,لا,نعم,لا,,تاريخ آخر تعديل
CashAtBankDetail,UP_CNT,UpdateCount,"""NUMBER(10,0)""",لا,نعم,لا,,عدد مرات التحديث
CashAtBankBranch,BRN_BANK_NO,BranchBankNo,"""NUMBER(3,0)""",لا,نعم,لا,,رقم البنك الفرعي
CashAtBankBranch,BANK_NO,BankNo,"""NUMBER(10,0)""",لا,نعم,لا,,رقم البنك
CashAtBankBranch,A_CODE,AccountCode,VARCHAR2(30),نعم,لا,لا,,كود الحساب البنكي
CashAtBankBranch,OPEN_BAL_L,OpenBalanceLocal,NUMBER,لا,نعم,لا,,رصيد افتتاحي محلي
CashAtBankBranch,OPEN_BAL_F,OpenBalanceForeign,NUMBER,لا,نعم,لا,,رصيد افتتاحي أجنبي
CashAtBankBranch,CURR_BAL_L,CurrentBalanceLocal,NUMBER,لا,نعم,لا,,الرصيد الحالي محلي
CashAtBankBranch,CURR_BAL_F,CurrentBalanceForeign,NUMBER,لا,نعم,لا,,الرصيد الحالي أجنبي
CashAtBankBranch,INACTIVE,Inactive,"""NUMBER(1,0)""",لا,نعم,لا,,معطل (1=نعم)
CashAtBankBranch,INACTIVE_DATE,InactiveDate,DATE,لا,نعم,لا,,تاريخ التعطيل
CashAtBankBranch,AD_U_ID,AddedUserId,"""NUMBER(5,0)""",لا,نعم,لا,,المستخدم الذي أضاف السطر
CashAtBankBranch,AD_DATE,AddedDate,DATE,لا,نعم,لا,,تاريخ الإضافة
CashAtBankBranch,UP_U_ID,UpdatedUserId,"""NUMBER(5,0)""",لا,نعم,لا,,المستخدم الذي عدل السطر
CashAtBankBranch,UP_DATE,UpdatedDate,DATE,لا,نعم,لا,,تاريخ آخر تعديل
CashAtBankBranch,UP_CNT,UpdateCount,"""NUMBER(10,0)""",لا,نعم,لا,,عدد مرات التحديث
CashAtBankBranch,PR_REP,ReportPriority,"""NUMBER(10,0)""",لا,نعم,لا,,أولوية التقرير
CashAtBankBranch,AD_TRMNL_NM,AddedTerminal,VARCHAR2(50),لا,نعم,لا,,اسم الجهاز عند الإضافة
CashAtBankBranch,UP_TRMNL_NM,UpdatedTerminal,VARCHAR2(50),لا,نعم,لا,,اسم الجهاز عند التعديل
CashGroup,GROUP_NO,GroupNo,"""NUMBER(10,0)""",لا,نعم,لا,,رقم مجموعة الصناديق/الحسابات النقدية
CashGroup,GROUP_NAME,GroupName,VARCHAR2(60),لا,نعم,لا,,اسم المجموعة (عربي)
CashGroup,GROUP_E_NAME,GroupEName,VARCHAR2(60),لا,نعم,لا,,اسم المجموعة (إنجليزي)
CashGroup,AD_U_ID,AddedUserId,"""NUMBER(5,0)""",لا,نعم,لا,,المستخدم الذي أضاف السطر
CashGroup,AD_DATE,AddedDate,DATE,لا,نعم,لا,,تاريخ الإضافة
CashGroup,AD_TRMNL_NM,AddedTerminal,VARCHAR2(50),لا,نعم,لا,,اسم الجهاز عند الإضافة
CashGroup,UP_U_ID,UpdatedUserId,"""NUMBER(5,0)""",لا,نعم,لا,,المستخدم الذي عدل السطر
CashGroup,UP_DATE,UpdatedDate,DATE,لا,نعم,لا,,تاريخ آخر تعديل
CashGroup,UP_TRMNL_NM,UpdatedTerminal,VARCHAR2(50),لا,نعم,لا,,اسم الجهاز عند التعديل
CashGroup,PR_REP,ReportPriority,"""NUMBER(6,0)""",لا,نعم,لا,,أولوية التقرير
CashGroup,UP_CNT,UpdateCount,"""NUMBER(10,0)""",لا,نعم,لا,,عدد مرات التحديث
BankGroup,GROUP_NO,GroupNo,"""NUMBER(10,0)""",نعم,لا,لا,,رقم مجموعة البنوك
BankGroup,GROUP_NAME,GroupName,VARCHAR2(60),نعم,لا,لا,,اسم المجموعة (عربي)
BankGroup,GROUP_E_NAME,GroupEName,VARCHAR2(60),لا,نعم,لا,,اسم المجموعة (إنجليزي)
BankGroup,AD_U_ID,AddedUserId,"""NUMBER(5,0)""",لا,نعم,لا,,المستخدم الذي أضاف السطر
BankGroup,AD_DATE,AddedDate,DATE,لا,نعم,لا,,تاريخ الإضافة
BankGroup,UP_U_ID,UpdatedUserId,"""NUMBER(5,0)""",لا,نعم,لا,,المستخدم الذي عدل السطر
BankGroup,UP_DATE,UpdatedDate,DATE,لا,نعم,لا,,تاريخ آخر تعديل
BankGroup,UP_CNT,UpdateCount,"""NUMBER(10,0)""",لا,نعم,لا,,عدد مرات التحديث
BankGroup,PR_REP,ReportPriority,"""NUMBER(10,0)""",لا,نعم,لا,,أولوية التقرير
BankGroup,AD_TRMNL_NM,AddedTerminal,VARCHAR2(50),لا,نعم,لا,,اسم الجهاز عند الإضافة
BankGroup,UP_TRMNL_NM,UpdatedTerminal,VARCHAR2(50),لا,نعم,لا,,اسم الجهاز عند التعديل
BankAdjustMaster,DOC_NO,DocumentNo,"""NUMBER(15,0)""",نعم,لا,لا,,رقم المستند
BankAdjustMaster,DOC_SER,DocumentSerial,"""NUMBER(38,0)""",لا,نعم,لا,,تسلسل المستند
BankAdjustMaster,DOC_DATE,DocumentDate,DATE,لا,نعم,لا,,تاريخ المستند
BankAdjustMaster,BANK_NO,BankNo,"""NUMBER(10,0)""",نعم,لا,لا,,رقم البنك
BankAdjustMaster,A_CODE,AccountCode,VARCHAR2(30),نعم,لا,لا,,كود الحساب البنكي
BankAdjustMaster,A_CY,CurrencyCode,VARCHAR2(7),نعم,لا,لا,,رمز العملة
BankAdjustMaster,BRN_BANK_NO,BranchBankNo,"""NUMBER(3,0)""",لا,نعم,لا,,رقم البنك الفرعي
BankAdjustMaster,BANK_BAL_IN_BANK,BankBalanceInBank,NUMBER,لا,نعم,لا,,رصيد البنك حسب كشف البنك
BankAdjustMaster,BANK_BAL_IN_CMP,BankBalanceInCompany,NUMBER,لا,نعم,لا,,رصيد البنك حسب الشركة
BankAdjustMaster,PROCESSED,Processed,"""NUMBER(1,0)""",لا,نعم,لا,,تمت المعالجة (1=نعم)
BankAdjustMaster,JV_DOC,JournalVoucherFlag,"""NUMBER(1,0)""",لا,نعم,لا,,قيد يومية مرتبط (1=نعم)
BankAdjustMaster,AD_U_ID,AddedUserId,"""NUMBER(5,0)""",لا,نعم,لا,,المستخدم الذي أضاف السطر
BankAdjustMaster,AD_DATE,AddedDate,DATE,لا,نعم,لا,,تاريخ الإضافة
BankAdjustMaster,UP_U_ID,UpdatedUserId,"""NUMBER(5,0)""",لا,نعم,لا,,المستخدم الذي عدل السطر
BankAdjustMaster,UP_DATE,UpdatedDate,DATE,لا,نعم,لا,,تاريخ آخر تعديل
BankAdjustMaster,UP_CNT,UpdateCount,"""NUMBER(10,0)""",لا,نعم,لا,,عدد مرات التحديث
BankAdjustMaster,CMP_NO,CompanyNo,"""NUMBER(3,0)""",نعم,لا,لا,,رقم الشركة
BankAdjustMaster,BRN_NO,BranchNo,"""NUMBER(6,0)""",نعم,لا,لا,,رقم الفرع
BankAdjustMaster,BRN_YEAR,BranchYear,"""NUMBER(4,0)""",لا,نعم,لا,,السنة المالية للفرع
BankAdjustMaster,BRN_USR,BranchUser,"""NUMBER(3,0)""",لا,نعم,لا,,مستخدم الفرع
BankAdjustMaster,AD_TRMNL_NM,AddedTerminal,VARCHAR2(50),لا,نعم,لا,,اسم الجهاز عند الإضافة
BankAdjustMaster,UP_TRMNL_NM,UpdatedTerminal,VARCHAR2(50),لا,نعم,لا,,اسم الجهاز عند التعديل
BankAdjustMaster,PR_REP,ReportPriority,"""NUMBER(10,0)""",لا,نعم,لا,,أولوية التقرير
BankAdjustMaster,TYP_NO,AdjustmentTypeNo,"""NUMBER(10,0)""",لا,نعم,لا,,نوع التسوية
BankAdjustMaster,REF_NO,ReferenceNo,VARCHAR2(15),لا,نعم,لا,,رقم مرجعي إضافي
BankAdjustMaster,EX_RATE,ExchangeRate,NUMBER,لا,نعم,لا,,سعر الصرف
BankAdjustMaster,STAND_BY,StandBy,"""NUMBER(1,0)""",لا,نعم,لا,,قيد الانتظار (1=نعم)
BankAdjustMaster,ATTACH_NO,AttachNo,"""NUMBER(3,0)""",لا,نعم,لا,,عدد المرفقات
BankAdjustMaster,DOC_SQ,DocumentSequence,"""NUMBER(38,0)""",لا,نعم,لا,,تسلسل المستند
BankAdjustMaster,DOC_TYP_REF,DocumentTypeRef,"""NUMBER(10,0)""",لا,نعم,لا,,نوع المستند المرجعي
BankAdjustMaster,DOC_JV_TYP_REF,JournalVoucherTypeRef,"""NUMBER(10,0)""",لا,نعم,لا,,نوع قيد اليومية المرجعي
BankAdjustMaster,DOC_NO_REF,DocumentNoRef,"""NUMBER(30,0)""",لا,نعم,لا,,رقم المستند المرجعي
BankAdjustMaster,DOC_SRL_REF,DocumentSerialRef,"""NUMBER(38,0)""",لا,نعم,لا,,تسلسل المستند المرجعي
BankAdjustMaster,DOC_SQ_REF,DocumentSequenceRef,"""NUMBER(38,0)""",لا,نعم,لا,,تسلسل المستند المرجعي
BankAdjustMaster,DOC_DSC,DocumentDescription,VARCHAR2(750),لا,نعم,لا,,وصف المستند
BankAdjustMaster,DOC_POST,DocumentPostFlag,"""NUMBER(1,0)""",لا,نعم,لا,,ترحيل المستند (1=نعم)
BankAdjustMaster,POST_U_ID,PostUserId,"""NUMBER(5,0)""",لا,نعم,لا,,المستخدم الذي رحّل المستند
BankAdjustMaster,POST_DATE,PostDate,DATE,لا,نعم,لا,,تاريخ الترحيل
BankAdjustMaster,UNPOST_U_ID,UnpostUserId,"""NUMBER(5,0)""",لا,نعم,لا,,المستخدم الذي ألغى الترحيل
BankAdjustMaster,UNPOST_DATE,UnpostDate,DATE,لا,نعم,لا,,تاريخ إلغاء الترحيل
BankAdjustMaster,AUDIT_REF,AuditRef,"""NUMBER(1,0)""",لا,نعم,لا,,مرجع التدقيق
BankAdjustMaster,AUDIT_REF_DESC,AuditRefDesc,VARCHAR2(500),لا,نعم,لا,,وصف مرجع التدقيق
BankAdjustMaster,AUDIT_REF_U_ID,AuditRefUserId,"""NUMBER(5,0)""",لا,نعم,لا,,المستخدم لمرجع التدقيق
BankAdjustMaster,AUDIT_REF_DATE,AuditRefDate,DATE,لا,نعم,لا,,تاريخ مرجع التدقيق
BankAdjustMaster,EXTERNAL_POST,ExternalPost,"""NUMBER(5,0)""",لا,نعم,لا,,تم الترحيل خارجيًا
BankAdjustMaster,CC_CODE,CostCenterCode,VARCHAR2(30),لا,نعم,لا,,مركز التكلفة
BankAdjustMaster,PJ_NO,ProjectNo,VARCHAR2(15),لا,نعم,لا,,رقم المشروع
BankAdjustMaster,ACTV_NO,ActivityNo,VARCHAR2(15),لا,نعم,لا,,رقم النشاط
BankAdjustDetail,DOC_NO,DocumentNo,"""NUMBER(15,0)""",نعم,لا,لا,,رقم المستند
BankAdjustDetail,DOC_SER,DocumentSerial,"""NUMBER(38,0)""",لا,نعم,لا,,تسلسل المستند
BankAdjustDetail,BANK_NO,BankNo,"""NUMBER(10,0)""",لا,نعم,لا,,رقم البنك
BankAdjustDetail,A_CODE,AccountCode,VARCHAR2(30),نعم,لا,لا,,كود الحساب البنكي
BankAdjustDetail,AC_CODE_DTL,AccountCodeDetail,VARCHAR2(30),لا,نعم,لا,,كود الحساب الفرعي
BankAdjustDetail,AC_DTL_TYP,AccountDetailType,"""NUMBER(2,0)""",لا,نعم,لا,,نوع تفاصيل الحساب
BankAdjustDetail,A_CY,CurrencyCode,VARCHAR2(7),نعم,لا,لا,,رمز العملة
BankAdjustDetail,BRN_BANK_NO,BranchBankNo,"""NUMBER(3,0)""",لا,نعم,لا,,رقم البنك الفرعي
BankAdjustDetail,BANK_BAL,BankBalance,NUMBER,لا,نعم,لا,,رصيد البنك
BankAdjustDetail,DOC_DESC,DocumentDescription,VARCHAR2(250),لا,نعم,لا,,وصف السطر
BankAdjustDetail,J_AMT,JournalAmount,NUMBER,لا,نعم,لا,,مبلغ القيد
BankAdjustDetail,J_AMT_F,JournalAmountForeign,NUMBER,لا,نعم,لا,,مبلغ القيد أجنبي
BankAdjustDetail,RCRD_NO,RecordNo,"""NUMBER(10,0)""",لا,نعم,لا,,رقم السطر
BankAdjustDetail,AD_U_ID,AddedUserId,"""NUMBER(5,0)""",لا,نعم,لا,,المستخدم الذي أضاف السطر
BankAdjustDetail,AD_DATE,AddedDate,DATE,لا,نعم,لا,,تاريخ الإضافة
BankAdjustDetail,UP_U_ID,UpdatedUserId,"""NUMBER(5,0)""",لا,نعم,لا,,المستخدم الذي عدل السطر
BankAdjustDetail,UP_DATE,UpdatedDate,DATE,لا,نعم,لا,,تاريخ آخر تعديل
BankAdjustDetail,CMP_NO,CompanyNo,"""NUMBER(3,0)""",نعم,لا,لا,,رقم الشركة
BankAdjustDetail,BRN_NO,BranchNo,"""NUMBER(6,0)""",نعم,لا,لا,,رقم الفرع
BankAdjustDetail,BRN_YEAR,BranchYear,"""NUMBER(4,0)""",لا,نعم,لا,,السنة المالية للفرع
BankAdjustDetail,BRN_USR,BranchUser,"""NUMBER(3,0)""",لا,نعم,لا,,مستخدم الفرع
BankAdjustDetail,UP_CNT,UpdateCount,"""NUMBER(10,0)""",لا,نعم,لا,,عدد مرات التحديث
BankAdjustDetail,CC_CODE,CostCenterCode,VARCHAR2(30),لا,نعم,لا,,مركز التكلفة
BankAdjustDetail,PJ_NO,ProjectNo,VARCHAR2(15),لا,نعم,لا,,رقم المشروع
BankAdjustDetail,ACTV_NO,ActivityNo,VARCHAR2(15),لا,نعم,لا,,رقم النشاط
BankAdjustDetail,REF_NO,ReferenceNo,VARCHAR2(15),لا,نعم,لا,,رقم مرجعي إضافي
BankAdjustDetail,DOC_BRN_NO,DocumentBranchNo,NUMBER,لا,نعم,لا,,رقم فرع المستند
BankAdjustDetail,DOC_TYP_REF,DocumentTypeRef,"""NUMBER(10,0)""",لا,نعم,لا,,نوع المستند المرجعي
BankAdjustDetail,DOC_JV_TYP_REF,JournalVoucherTypeRef,"""NUMBER(10,0)""",لا,نعم,لا,,نوع قيد اليومية المرجعي
BankAdjustDetail,DOC_NO_REF,DocumentNoRef,"""NUMBER(30,0)""",لا,نعم,لا,,رقم المستند المرجعي
BankAdjustDetail,DOC_SRL_REF,DocumentSerialRef,"""NUMBER(38,0)""",لا,نعم,لا,,تسلسل المستند المرجعي
BankAdjustDetail,DOC_SQ_REF,DocumentSequenceRef,"""NUMBER(38,0)""",لا,نعم,لا,,تسلسل المستند المرجعي
BankAdjustDetail,DOC_SQ,DocumentSequence,"""NUMBER(38,0)""",لا,نعم,لا,,تسلسل السطر
BankAdjustDetail,EX_RATE,ExchangeRate,NUMBER,لا,نعم,لا,,سعر الصرف
BankAdjustDetail,AC_CODE_DTL_SUB,AccountCodeDetailSub,VARCHAR2(30),لا,نعم,لا,,كود حساب فرعي إضافي
BankChequeMaster,BANK_NO,BankNo,"""NUMBER(10,0)""",لا,نعم,لا,,رقم البنك
BankChequeMaster,BOOK_NO,BookNo,"""NUMBER(10,0)""",نعم,لا,لا,,رقم دفتر الشيكات
BankChequeMaster,F_CHQ_NO,FirstChequeNo,"""NUMBER(20,0)""",لا,نعم,لا,,أول رقم شيك في الدفتر
BankChequeMaster,T_CHQ_NO,LastChequeNo,"""NUMBER(20,0)""",لا,نعم,لا,,آخر رقم شيك في الدفتر
BankChequeMaster,REF_NO,ReferenceNo,VARCHAR2(30),لا,نعم,لا,,رقم مرجعي إضافي
BankChequeMaster,CUR_CODE,CurrencyCode,VARCHAR2(7),لا,نعم,لا,,رمز العملة
BankChequeMaster,AD_U_ID,AddedUserId,"""NUMBER(5,0)""",لا,نعم,لا,,المستخدم الذي أضاف السطر
BankChequeMaster,AD_DATE,AddedDate,DATE,لا,نعم,لا,,تاريخ الإضافة
BankChequeMaster,UP_U_ID,UpdatedUserId,"""NUMBER(5,0)""",لا,نعم,لا,,المستخدم الذي عدل السطر
BankChequeMaster,UP_DATE,UpdatedDate,DATE,لا,نعم,لا,,تاريخ آخر تعديل
BankChequeMaster,UP_CNT,UpdateCount,"""NUMBER(10,0)""",لا,نعم,لا,,عدد مرات التحديث
BankChequeMaster,PR_REP,ReportPriority,"""NUMBER(10,0)""",لا,نعم,لا,,أولوية التقرير
BankChequeMaster,AD_TRMNL_NM,AddedTerminal,VARCHAR2(50),لا,نعم,لا,,اسم الجهاز عند الإضافة
BankChequeMaster,UP_TRMNL_NM,UpdatedTerminal,VARCHAR2(50),لا,نعم,لا,,اسم الجهاز عند التعديل
BankChequeDetail,BANK_NO,BankNo,"""NUMBER(10,0)""",لا,نعم,لا,,رقم البنك
BankChequeDetail,CUR_CODE,CurrencyCode,VARCHAR2(7),لا,نعم,لا,,رمز العملة
BankChequeDetail,BOOK_NO,BookNo,"""NUMBER(10,0)""",نعم,لا,لا,,رقم دفتر الشيكات
BankChequeDetail,CHQ_NO,ChequeNo,"""NUMBER(20,0)""",لا,نعم,لا,,رقم الشيك
BankChequeDetail,CHQ_ST,ChequeStatus,"""NUMBER(1,0)""",نعم,لا,لا,,حالة الشيك
BankChequeDetail,DOC_NO_REF,DocumentNoRef,"""NUMBER(30,0)""",لا,نعم,لا,,رقم المستند المرجعي
BankChequeDetail,DOC_SRL_REF,DocumentSerialRef,"""NUMBER(38,0)""",لا,نعم,لا,,تسلسل المستند المرجعي
BankChequeDetail,DOC_DATE_REF,DocumentDateRef,DATE,لا,نعم,لا,,تاريخ المستند المرجعي
BankChequeDetail,NOTES,Notes,VARCHAR2(250),لا,نعم,لا,,ملاحظات
BankChequeDetail,CHQ_SGNTR,ChequeSignature,"""NUMBER(1,0)""",لا,نعم,لا,,توقيع الشيك (1=موقع)
BankChequeDetail,SGNTR_DATE,SignatureDate,DATE,لا,نعم,لا,,تاريخ التوقيع
BankChequeDetail,SGNTR_PRSN,SignaturePerson,VARCHAR2(60),لا,نعم,لا,,اسم الموقع
BankChequeDetail,RCVD_PRSN,ReceivedPerson,VARCHAR2(60),لا,نعم,لا,,اسم المستلم
BankChequeDetail,NOTES_CHQ_ST,NotesChequeStatus,VARCHAR2(250),لا,نعم,لا,,ملاحظات حالة الشيك
BankChequeDetail,DOC_TYP_REF,DocTypeRef,"""NUMBER(10,0)""",لا,نعم,لا,,نوع المستند المرجعي
BankChequeDetail,DOC_JV_TYP_REF,DocJVTypeRef,"""NUMBER(10,0)""",لا,نعم,لا,,نوع قيد المستند المرجعي
BankChequeDetail,USR_NO_CHQ_ST,UserNoChequeStatus,"""NUMBER(10,0)""",لا,نعم,لا,,مستخدم حالة الشيك
BankChequeDetail,DATE_CHQ_ST,DateChequeStatus,DATE,لا,نعم,لا,,تاريخ حالة الشيك
BankChequeDetail,AD_U_ID,AddedUserId,"""NUMBER(5,0)""",لا,نعم,لا,,المستخدم الذي أضاف السطر
BankChequeDetail,AD_DATE,AddedDate,DATE,لا,نعم,لا,,تاريخ الإضافة
BankChequeDetail,UP_U_ID,UpdatedUserId,"""NUMBER(5,0)""",لا,نعم,لا,,المستخدم الذي عدل السطر
BankChequeDetail,UP_DATE,UpdatedDate,DATE,لا,نعم,لا,,تاريخ آخر تعديل
BankChequeDetail,UP_CNT,UpdateCount,"""NUMBER(10,0)""",لا,نعم,لا,,عدد مرات التحديث
BankChequeDetail,AD_TRMNL_NM,AddedTerminal,VARCHAR2(50),لا,نعم,لا,,اسم الجهاز عند الإضافة
BankAccountMaster,DOC_TYP,DocType,"""NUMBER(5,0)""",نعم,لا,لا,,نوع المستند
BankAccountMaster,DOC_JV_TYP,DocJVType,"""NUMBER(10,0)""",نعم,لا,لا,,نوع قيد اليومية
BankAccountMaster,DOC_NO,DocumentNo,"""NUMBER(30,0)""",نعم,لا,لا,,رقم المستند
BankAccountMaster,DOC_SRL,DocumentSerial,"""NUMBER(38,0)""",لا,نعم,لا,,التسلسل للمستند
BankAccountMaster,DOC_M_SQ,DocumentMSq,"""NUMBER(38,0)""",لا,نعم,لا,,رقم تسلسلي مؤقت
BankAccountMaster,DOC_DATE,DocumentDate,DATE,نعم,لا,لا,,تاريخ المستند
BankAccountMaster,F_DATE,FromDate,DATE,لا,نعم,لا,,من تاريخ
BankAccountMaster,T_DATE,ToDate,DATE,لا,نعم,لا,,إلى تاريخ
